epsL,epsT,epsM,c,hbar,G
0.009871851056698756,-0.005953965826845784,0.0021349575598872076,304565336.0964578,1.0842474504966292E-34,6.941691652553203E-11
-0.002815042193652491,0.009881231287993458,-0.004425815568768412,296023453.37195235,1.0337866606641223E-34,6.518064463361973E-11
-0.008559582471710101,-0.004825142751168499,0.008451457480507648,298667472.9233382,1.0504248873088925E-34,6.512560848644451E-11
-0.005374707162231185,0.0029126854761784334,-0.006103725467879564,297315175.7345949,1.0338870529310747E-34,6.569266924026144E-11
-0.00835293119809718,0.0027324957301785805,0.009450163099888874,296478186.84497255,1.0439752887914514E-34,6.412421472830677E-11
0.0010933247478244305,-0.003534767464746451,-0.004613130186555663,301184846.9112792,1.0557353146862348E-34,6.775061030559001E-11
0.0061125972032687065,0.0016803096413925307,-0.006869804925053404,301118995.38917303,1.0583915984779899E-34,6.821517911297621E-11
0.0036866943429392333,0.00989917265965204,0.0057107693430380035,297948259.89066386,1.0579559337635452E-34,6.579169732751731E-11
0.003842437790194839,-0.003594136218413972,0.0009611243032078675,302029928.5751716,1.0675499389112827E-34,6.79379782817673E-11
-0.005779612663899798,-0.006490906997525792,-0.00908835151649217,300007091.84496534,1.0396917004933385E-34,6.706178218720066E-11
0.009281864457941278,-0.0018752335174441574,0.00903928361440824,303143555.9173224,1.085986289877783E-34,6.825986016916816E-11
0.00411151401634122,0.0046243072432361285,0.00378946531198927,299639434.0876497,1.0623778483537003E-34,6.669627324971089E-11
-0.0022274874292882016,0.0036267399312452583,-0.0053071245303107405,298043746.91023225,1.0405333762179104E-34,6.617087463683803E-11
0.005603605673860066,-0.005866083716971342,-0.009831688188131028,303251274.07965875,1.0621697713177542E-34,6.935653444151941E-11
0.002918073141729283,0.00016479074150494398,0.00430324726502746,300617735.3002731,1.0651245164173397E-34,6.701840782123265E-11
-0.006188093752937005,-0.009697213047359496,0.0019780490775292876,300854766.9347525,1.0538401915302366E-34,6.666902444241585E-11
-0.001456611819641851,0.001674982940646566,0.0050462731536405955,298855199.4015167,1.0550408411083406E-34,6.58971804231624E-11
-0.0017398432411219987,0.002515972143375733,-0.0014529388671023092,298519798.6206337,1.0467449474763048E-34,6.615852247918495E-11
0.009298923335299561,-0.006559601308568988,-0.0027561916072479844,304578116.0923237,1.0783886605602932E-34,6.972365919335022E-11
0.0027184323780526827,-0.0017005050806972316,-0.003742576181645485,301119478.72799706,1.0581442513416631E-34,6.777186630265876E-11
0.003981026308652049,-0.002658279478191667,-0.005739309304327878,301788176.98006046,1.0597012686882513E-34,6.829580006505917E-11
0.0018642150285341462,-0.0019210942053082321,0.006169838739816901,300929449.42714596,1.067088175956842E-34,6.696243978754173E-11
0.005077745480516194,-0.0099039323779561,0.00639840364658526,304328779.4510515,1.0828494448686517E-34,6.868787549356667E-11
-0.008669296614002366,0.004001920498086221,-0.009794670423321643,296008864.3172308,1.022124954386899E-34,6.514289409228091E-11
0.007590091900607944,-0.005371986566097036,-0.0018878186656630502,303699379.2930233,1.0743916052593921E-34,6.914434369116141E-11
-0.008080717610409857,0.007981425792407607,0.0020136206337360834,295015277.2620775,1.0314541369700195E-34,6.39817387605062E-11
-0.006065115633819014,0.005401833287605967,0.009417693887674434,296373223.33272934,1.045979728812853E-34,6.422871970396786E-11
0.0014195654569977047,0.006535655530457174,0.002659927400277283,298268651.85359627,1.0534957782012697E-34,6.598450368585874E-11
-0.0032201561341396023,0.006801492872009441,-0.009698827379188845,296808339.67077875,1.0306188895916375E-34,6.584889187962448E-11
-0.001632487702202555,0.00932740634993035,0.008727885512743802,296537128.2064786,1.0505071247649196E-34,6.463070392026636E-11
0.0012249803112287846,0.003178907137804894,-0.0063060494297666365,299208541.68963546,1.0471617442794463E-34,6.698712261407342E-11
-0.007996271113641623,-0.008845150836149911,0.002068762173056982,300049216.8089508,1.0492012128807733E-34,6.618584128439788E-11
-0.0030833732365008106,-0.006923190469735592,0.0064628351567426485,300951631.4250312,1.0622059792981965E-34,6.662217674564401E-11
0.005124781988919707,-0.003986995227768473,-0.0024892898988222844,302535034.72886914,1.067010470186122E-34,6.84885672668489E-11
0.007999742310675998,-0.004293727065357324,-0.009044965684287977,303493840.12620324,1.0663989483800165E-34,6.957777751511628E-11
0.003711000250489897,0.007269739842310432,0.0021844623635273643,298733274.6974411,1.0570496983336823E-34,6.637316625204055E-11
0.007227873872224412,-0.003757869503068445,-0.005297794419442126,303098324.0225436,1.0682177979169274E-34,6.908218137983722E-11
-0.0009520603191494233,-0.00703474633885145,0.008847334206550423,301628920.44051856,1.0694000913367275E-34,6.690693802828091E-11
-0.001421218291948913,-0.0077316097564559955,-0.00020328377684516834,301699006.456736,1.0595546885223038E-34,6.751226917972165E-11
0.00500739270678416,0.008538284707618042,0.005133366659491713,298742884.7632543,1.0615634930485216E-34,6.626817718297991E-11
0.004925210166725858,-0.002494887832425809,0.005701973291344467,302022511.1502367,1.0737367450504872E-34,6.768733030947514E-11
-0.0006205633983173819,-0.008454353971752902,-0.005964598774945971,302160993.77127254,1.0559080931735657E-34,6.816629280678906E-11
-0.005187877832430236,-0.006221132022251457,-0.00566725508531091,300104158.9460421,1.044239897229335E-34,6.691410492007764E-11
-0.0011303743272769382,0.007905204446894071,-0.001926884234676851,297104905.2835242,1.0419249663034832E-34,6.560401385198962E-11
0.009847761675143856,0.008782367947568431,0.009070558339148568,300109074.3629301,1.0757516660497102E-34,6.693556671513514E-11
0.002101016327830347,-0.008036484998615161,0.0054053824865057856,302856226.36917144,1.073358186651384E-34,6.789028437590457E-11
-0.0007442627502928963,-0.006240780529823733,0.00950394918176285,301450620.80571944,1.0696860033144745E-34,6.679828481143737E-11
0.008592773138767792,0.0073802928593550195,-0.005182699478804684,300153287.4164759,1.0593945722127802E-34,6.783019242212851E-11
0.0008922185678962215,0.0029862217866682816,0.006667034493994419,299166560.69614935,1.060331506978354E-34,6.60833241792595E-11
0.008340678359577058,0.009001929648202128,0.008410657620104072,299595988.45584184,1.0716085414657273E-34,6.665092276552972E-11
0.008509590916416046,-0.0007409364432491364,-0.005489434054478024,302567752.6518986,1.0674991346451477E-34,6.894142056684698E-11
-0.005378198375802783,0.005268389482330696,0.0039020142712727166,296617418.6008736,1.041840915146504E-34,6.473278151837089E-11
-0.009049665502981544,0.004834608797687288,0.002637151991016235,295650084.03745884,1.0333064642644829E-34,6.41546923850871E-11
0.00021463637047220395,-0.007658538944109683,0.004355875905659716,302170992.68030244,1.0677978923406233E-34,6.752668672617406E-11
-0.0060004408704828925,0.008887444399331276,-0.0010729992498355774,295368499.96163136,1.031667095694459E-34,6.446813582997648E-11
-0.009132636955940273,0.008950920414021181,-0.0034920292857365245,294419239.1410488,1.0226286239030256E-34,6.400758432029661E-11
0.009414020336792601,0.0038308051402153476,-0.003969678422594871,301459876.2529107,1.0661710028180373E-34,6.839433383965656E-11
0.007112588502132618,0.005928065147040288,-0.009154489703847506,300145476.4518011,1.0535890070934197E-34,6.799860470000725E-11
-0.007266894418959778,0.006321388395405856,-0.008366815780887327,295744382.750985,1.0241310160323202E-34,6.502476333533344E-11
0.004448417474099867,-0.007512820953423505,-0.006391744089969563,303405491.13999087,1.0651768636121374E-34,6.910725429530398E-11
0.008141048222245496,-0.004491886562350722,0.004036044141496694,303596805.2671958,1.080993934623373E-34,6.872752530551707E-11
0.0069440039598875295,0.001261261277295287,0.0044880000788424315,301493955.3642569,1.0727144735427863E-34,6.766780730201468E-11
0.0032739564652591,0.003331558815076161,-0.0041288131559637335,299775246.59078383,1.053595562460864E-34,6.723141116615718E-11
0.007622499073802082,-0.0061063382602142705,-0.007205410322722743,303933546.7786952,1.0695260181487987E-34,6.962417282633342E-11
0.0006332951065180451,0.006184542659612881,-0.00554054122014038,298138465.04110414,1.0436034387816385E-34,6.641836901873007E-11
-0.007913195230157708,-0.008786585063394074,-0.004978399088219614,300056614.720392,1.0419355243244485E-34,6.666346640221893E-11
0.008891475629270612,-0.000186119927478268,-0.009582900884909689,302514359.2847574,1.0633201258645247E-34,6.922813446291131E-11
0.0077342684783563,0.007804865420591963,-0.0018050048083590071,299771457.47542787,1.0607356191681348E-34,6.737139125295253E-11
0.003232280822297172,0.002967419235352856,0.004412630806695371,299871626.57981324,1.0629295887276432E-34,6.669977993504753E-11
-0.0021567787139667623,0.00615973108706871,-0.0054977769393748386,297314494.67250746,1.0378619972029702E-34,6.586474818596214E-11
0.004387416709980005,-0.0022416303591369343,-0.003092607366908644,301784261.2015743,1.0629384666759248E-34,6.814028368860855E-11
0.0038230159750427765,0.009140655883653799,0.004916981754091892,298212709.597568,1.0582028846427785E-34,6.596955875194185E-11
0.00515181655050395,-0.0010650661312475215,-0.006223595838577846,301658219.69985545,1.0599636309917431E-34,6.834985949395683E-11
-0.004553922306729416,0.0056564217143561125,-0.00980421400895417,296748690.7003404,1.028923491570052E-34,6.574134827213385E-11
0.0029466861687657206,-0.002869765530472714,0.0037680892196648545,301541204.84517074,1.0678576330194631E-34,6.746866427421401E-11
-0.008044159681040894,-0.004439256026963767,0.005087537785340624,298706916.0741542,1.0476035534786936E-34,6.539481637197172E-11
0.008588165965890177,-0.008925333917945217,-0.003784637120742636,305090156.91012734,1.0783276891904179E-34,6.998119330336701E-11
0.0045149766071820256,-0.005588188464593231,0.004813020930657242,302838331.60619795,1.0752463406417741E-34,6.808589794833569E-11
0.008736036666013502,0.005884982453463113,-0.008972287254935188,300642181.93979573,1.0572281245516282E-34,6.832126268224124E-11
0.008304769542745708,-0.00860305285824103,0.003143153600173941,304905281.5280862,1.0848636058709208E-34,6.939419151020445E-11
0.002977441204475033,-0.0036698066198434347,-0.009125402748044974,301792592.87238276,1.055052070136306E-34,6.846268710931411E-11
0.00763932020201989,0.00017065187396455433,-0.008109178474099588,302031126.4030963,1.0618817037836127E-34,6.88190949982396E-11
0.0070867396654387006,-0.0016506835609197863,0.00850312517955728,302416202.5576256,1.080449914662847E-34,6.782097959979428E-11
0.005351370280422995,0.002941592271913077,0.005609765558935453,300512772.40112984,1.0687244603157848E-34,6.704688110348647E-11
0.0029284437493547547,-0.00928590157439596,0.0003200806760529015,303488548.13668746,1.0710424923723707E-34,6.857722309217818E-11
0.004056024049513458,-0.0036844014123915718,-0.009501404106767959,302121560.5238187,1.0569367227175128E-34,6.871188109897608E-11
-0.008381634485757777,0.005085949310758391,0.006113778727826537,295775408.4606573,1.0380282642813737E-34,6.403035479830394E-11
0.008028763450499134,0.006510759420102397,0.009757187588901069,300244600.3693362,1.0750298948435364E-34,6.682988298098504E-11
0.00130354638148944,-0.0065810523890190535,5.110581378363864E-05,302171860.21639514,1.0643817630109396E-34,6.78915797197583E-11
-0.00030721607184464733,-0.003878815337921975,0.007317559852103495,300867365.8921874,1.065770030461795E-34,6.671364011865122E-11
-0.005249300362864311,0.007229837715327052,0.0036001017000872725,296078160.29147667,1.0397687995415336E-34,6.452538753332426E-11
-0.006290382086398552,0.0031846765734000766,0.003392654198306524,296960924.39342844,1.0415621150985444E-34,6.485620111128165E-11
0.0010806877066340866,-0.004026011908445315,0.008122955043507246,301329596.56805223,1.0697439403827169E-34,6.695815487855238E-11
-0.009028356819395107,0.002855031792809236,0.005553308276679237,296240049.95648324,1.03840209723036E-34,6.422557342073068E-11
0.0012548380752596105,0.0004261695296996007,-0.0012911738501412938,300040780.75255,1.0554052747554055E-34,6.702404447562693E-11
0.00036567562479282965,0.004296932397295138,0.008533603048916922,298618939.3992368,1.059795232088347E-34,6.568518449075457E-11
-0.0009313043709223215,0.006062344642760424,0.004465195185957447,297708448.7540862,1.0509374343532949E-34,6.546468697132802E-11
6.157748210109878E-05,0.0036166479446941378,-0.005842985192548009,298730515.3603212,1.0447605592271724E-34,6.6664596483106E-11
0.008930538930513767,0.009923695439735014,-0.00690206102035263,299497642.8249303,1.0556068866518203E-34,6.767376240070912E-11
-0.0003643842579978615,-9.973359436560823E-05,-0.0057346117708608445,299713109.81335855,1.0478647721170927E-34,6.706797556932582E-11
-0.0035938587315556617,0.008778847301467349,0.005186406529850423,296115493.5556385,1.0432769008138368E-34,6.454704568638029E-11
-0.004427945264339159,-0.004148414726572054,0.004032397861721654,299708307.76291394,1.053839963587872E-34,6.614345123359816E-11
0.006944727329242098,-0.007829913308400972,0.006899515389288428,304256738.7641937,1.085144135689826E-34,6.874865877473658E-11
0.00032574676776521774,-0.0005313322648921211,-0.00961759690161634,300049540.42608833,1.0456655159957304E-34,6.752876097597882E-11
0.005653402808229567,0.009334957921973494,0.008516486612703334,298698963.2704762,1.065664510333901E-34,6.606889960347287E-11
0.0024642061150043863,-0.0018268727911738038,0.0026357930772934694,301081245.5436522,1.0645136655318783E-34,6.730656023108584E-11
-0.0005979445501093101,-0.004448869087350318,-0.0034619643812100103,300952095.2067135,1.0543552060776495E-34,6.745364444890888E-11
0.006918814773641769,-0.009559357837923095,0.001050716425484776,304780169.1865942,1.0806690171648094E-34,6.938667945814159E-11
0.00424663542677647,0.009230385532999987,0.002411849228509521,298312032.2064252,1.0563620862698573E-34,6.62064120821306E-11
0.006255103539052035,-0.002405630351976125,0.007657319593330063,302395141.7964125,1.078577180056955E-34,6.7812408439399E-11
-0.0028481579100729437,0.0015506927950170654,0.008286396901757783,298475757.5326739,1.0556251409608398E-34,6.542742554160074E-11
-0.006379174758246455,-0.0072593474645825645,-0.0006981325023279993,300058256.66395426,1.0480413644685444E-34,6.648129452416776E-11
-0.0002616927780198855,0.004577426013895047,0.007384495049946453,298348337.03966886,1.0569651667544715E-34,6.559981761688759E-11
-0.004105677899112266,0.006914670096298705,-0.0003083645683954143,296511328.7130032,1.0384272196459496E-34,6.504203155260028E-11
0.005010228354988065,-0.0010452941654117386,-0.006114239683514864,301609757.5935269,1.0597606644883604E-34,6.831075830167045E-11
-0.006459047698146738,-0.0069894973830729335,0.008770957207201785,299952602.1419505,1.0575147531558788E-34,6.580559011767804E-11
-0.0010198676139878595,0.006205899740208727,0.004209531874919544,297639587.93969715,1.0503338037198694E-34,6.54452632237939E-11
0.00021798246029250228,-0.0014532292149685502,-0.008225296002707253,300294203.80763096,1.0478764807484477E-34,6.753670188466573E-11
0.0036354165865641955,0.005742837549048136,0.00533475961844717,299164276.6331574,1.0618223632850487E-34,6.635124304895625E-11
-0.009707592389514817,-0.006753420410946183,-0.005622247700016712,298900797.7647579,1.0353742994511784E-34,6.607398744642037E-11
-0.008657501918175079,-0.003746275275199706,-0.005809297528449127,298314572.7278527,1.034244806963802E-34,6.589724882242228E-11
-0.008438224425528728,3.429847460584452E-05,0.009042222602284272,297252546.64939237,1.0461890201203983E-34,6.44801327662295E-11
0.007800526720138675,-0.0013038936229912215,0.00594883441754024,302525458.0947272,1.0788668723632437E-34,6.809055302891466E-11
0.0052437915703884095,-0.0020608290801526555,-0.005055943674593888,301986850.44735205,1.062462357262012E-34,6.842473447565805E-11
-0.004246802508553858,0.00361844959596571,-0.008493650962923333,297443016.07597715,1.0330145611019486E-34,6.598239576207098E-11
-0.002608826141787861,0.009021901665307685,-0.007454796724774733,296336829.859656,1.0319458386175818E-34,6.553160500314221E-11
-0.009492152988857402,-0.007888012313516095,0.009937744989256527,299307725.14523447,1.0532365167846116E-34,6.524744153508748E-11
-0.0019487782255031717,-0.003618254545413253,-0.009948667555068163,300294771.9091034,1.0437915395580165E-34,6.75079590608331E-11
0.008597553039817225,0.004372393467627958,-0.0024929299023743103,301053614.70027095,1.0654503016509898E-34,6.805404400676638E-11
-0.004226029629188646,-0.008243256519097217,-0.007444953641933962,301006802.47669333,1.0465190530833034E-34,6.750300497097848E-11
0.004235024428701242,0.003435779941341633,0.002345135127970332,300031245.0496531,1.0623670517686505E-34,6.697540730523156E-11
0.005927296188726382,0.003869019006299745,-0.005114018277190535,300407135.7757678,1.057561438800835E-34,6.776073191834213E-11
-0.0010738524662014075,-0.004764525864458784,0.00527527331317337,300904190.93003833,1.0629236642501815E-34,6.681426138142766E-11
0.006234935332794936,-0.002541371220881894,-0.0031439751275057475,302430232.07701474,1.0671181093821995E-34,6.856171566509152E-11
-0.006600035747354436,-0.003479009064185641,-0.005655609865409459,298853531.2043365,1.0384242405168797E-34,6.626259096747773E-11
0.0006371870639274493,-0.007572514088070676,0.00525459486783853,302272444.21837986,1.0695638632835607E-34,6.754014757374848E-11
-0.0006783733081827739,-0.008567188925704253,0.0034413340297800316,302177901.9738815,1.0658974723157677E-34,6.753097507678908E-11
0.006352964794058615,-0.005921975711941552,-0.004085322977494404,303494314.8927052,1.0699869507878836E-34,6.911839358018952E-11
-8.587503673961917E-05,-0.0010992179701312318,-0.0026827496084243264,300096584.8705197,1.0527192036131283E-34,6.705262684944576E-11
-0.008453654536022589,-0.0011739424858820714,0.0013103230986818964,297607490.2044307,1.039395966184824E-34,6.513229138635445E-11
-0.004701792456695795,0.0015067166764987112,-0.005087432707414148,297933993.96519804,1.0377999731766736E-34,6.594361331968126E-11
-0.00027049836168410377,0.002755607123608988,0.00542823375174809,298887747.42530113,1.0568105853217502E-34,6.59647579672688E-11
0.006551462973543238,0.0097052884481487,0.006013590154502516,298856052.98959523,1.0645286305258576E-34,6.636216826807786E-11
-0.006026693630614324,0.0031516553029604325,0.003387096731508745,297049503.0613003,1.0421434931233983E-34,6.491247789249226E-11
-0.005364798990931292,-0.003926869763623873,0.009569392101275312,299359678.1925754,1.0574230222894197E-34,6.556598263746757E-11
0.007279134837655498,0.008924388516755187,0.007260321471099512,299303586.23705655,1.068215665548043E-34,6.652674431931869E-11
0.0030242956013041503,0.005117315316468316,-0.009377836016604274,299168181.0967074,1.0456596559606529E-34,6.729743814886429E-11
-0.004215727755525378,0.0034702077889353783,-0.009087605678576999,297496240.8417641,1.0326127032027429E-34,6.604763702144901E-11
-0.006392865035249404,-0.009644465978053535,0.007865929787274425,300776756.4722058,1.0595396059425795E-34,6.623153159377019E-11
0.009423887141306915,-0.006836167564117042,5.499520928462301E-05,304700653.0108853,1.0819976163854008E-34,6.959223462104062E-11
0.00547128482887092,-0.0021259410629922027,-0.00819223228539419,302074901.3641747,1.059661797641972E-34,6.869668324346533E-11
-0.003791294216882235,0.0042834298890455265,0.004672566725378951,297382041.4628523,1.046996121152923E-34,6.512077848811297E-11
-0.0006249509412554043,-0.0043297506898271896,0.005930250588706882,300907958.8636561,1.0641074986050993E-34,6.680243623760157E-11
-0.005337660453794397,-0.007132814639265874,-0.0018393511291007435,300334497.9562867,1.0489065499229505E-34,6.674980308650595E-11
-0.003231125447168042,0.0033196602040859585,-0.003877542003379304,297835079.6986308,1.0402518723836057E-34,6.591704826200524E-11
-0.0064014398776664995,-0.007035098254670076,-0.0056771578210927445,299983769.9003907,1.0425372620963446E-34,6.677953214693853E-11
-0.0070667226481981385,0.0001374114808448089,0.0013367262132702746,297633009.65468746,1.0409665276099081E-34,6.523286162502088E-11
0.0022346234631108446,-0.008775284506170487,0.0059490729841956465,303122366.2648683,1.0750256759172796E-34,6.798196130632902E-11
-0.009923729409327915,-0.007228690234158022,0.0009497385230872232,298978622.617387,1.042261070921064E-34,6.566001425797886E-11
-0.004478664542161555,0.0017451237217882849,-0.007159493352516793,297929863.67581815,1.0358564039370985E-34,6.609421944948675E-11
0.008198135031525425,-0.009434770556320991,0.0052142635142098555,305129019.33966184,1.0877860956797206E-34,6.934554914028238E-11
0.0067734015841478725,0.0037992140523015333,-0.00358661744525141,300680722.2845731,1.06104139522202E-34,6.78371617094506E-11
0.0004031991947951209,-0.009461228050350542,-0.008871822404741197,302777985.64851755,1.0560504071542657E-34,6.871604527230984E-11
0.007755923369303955,0.0008315821979428487,-0.007708399109757291,301866598.44152576,1.061854944617186E-34,6.872432515066984E-11
0.005275921253897904,-0.006076424978746018,-0.003598681050628825,303216612.3984693,1.0683855937985142E-34,6.888446458856455E-11
-0.009442251694235723,-0.0010362742121571358,0.0015474270570101506,297269795.1783269,1.037427033703E-34,6.490440387810398E-11
0.004076971100851201,-0.00033772805421800056,-0.003921438988562369,301116398.642926,1.0593768167754125E-34,6.78744849067516E-11
0.003517273236580132,-0.00723123782883903,0.0018296978067286179,303038251.6580267,1.071696132505549E-34,6.831092590629523E-11
0.0057456177849595415,-0.007666977644036841,0.0003207659658019217,303844520.02074367,1.075311522294929E-34,6.893122527597175E-11
0.0004042950551714792,0.005120861594774604,0.002305220171136142,298385670.8858765,1.052468148316667E-34,6.599268526343339E-11
0.004787364384558597,0.0005334231735313281,0.006228762517341712,301067077.58021986,1.0707537820729754E-34,6.721532292137457E-11
0.0033388802871856926,0.0012515716231022295,0.00800532484526558,300417435.1912925,1.0687867474386213E-34,6.671129963114022E-11
0.007631026053015142,0.004457018009822782,0.0020661813645520104,300739779.44424236,1.0681795803737039E-34,6.753846682499396E-11
0.0031019483161924648,0.0060939909395427445,0.0035483483950323347,298900899.3379139,1.0584395369021888E-34,6.631710124540656E-11
0.009660396187280674,0.0026318180688544666,-0.007672042338291618,301894041.7243491,1.0639973549352616E-34,6.886419822933183E-11
0.0011182495786215413,-0.005944482633756852,-0.007752223083252268,301922473.691432,1.0550096007497007E-34,6.829995910722636E-11
0.004162167749125662,0.002937996253696895,0.004719038746010467,300158380.30327195,1.065257052481193E-34,6.686894746938095E-11
0.0009474707340794315,0.002979342791193577,-0.004396497900100734,299185127.5273219,1.0488011646769106E-34,6.682965061853119E-11
-0.007766905840388838,0.005539908498288212,0.0030270020697910575,295825153.9228308,1.0356592531011976E-34,6.428884146966239E-11
0.005727733014066349,0.0025238365198621965,0.0005740134085541731,300750543.95285803,1.0646124108564532E-34,6.751625852522687E-11
-0.009436771812906558,-0.00243767921302833,-0.0016660257139601946,297689055.40493023,1.0355626513119503E-34,6.52974775912765E-11
-0.00019353468614351915,-0.006498034164524814,0.003945516271354787,301694861.2765695,1.0652448815716736E-34,6.731408395963868E-11
0.00032322175966662155,0.0036660904355764763,0.005935540878026816,298793951.7969188,1.057639746497515E-34,6.592924774200238E-11
0.005004489983422787,0.0056124101633570605,-0.0069961116563468425,299611225.26742,1.0517983608112495E-34,6.746795274263996E-11
-0.0038614787390165283,0.006592499234252253,-0.009734483495248993,296678959.98082316,1.0294697664297952E-34,6.575153443538635E-11
0.0024174892282201616,0.0029650083116224187,-0.006766558799799432,299628801.15209925,1.0493949818996478E-34,6.728662307843468E-11
-0.009144749617865962,-0.008959357148977823,0.009823219319224303,299736376.2798974,1.054995185636021E-34,6.546483617741146E-11
0.0032859657911825275,-0.009124489977915339,-0.002513449774097583,303547279.8744807,1.068596110581089E-34,6.882317397671268E-11
